CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
37683383731189,0634320,08303,Active,San Diego,San Diego Unified,Preuss School UCSD,9500 Gilman Drive,9500 Gilman Dr.,La Jolla,92093-0536,CA,"9500 Gilman Drive, MC 0536","9500 Gilman Dr., MC 0536",La Jolla,92093-0536,CA,(858) 822-3000,No Data,(858) 822-1620,preussoffice@ucsd.edu,http://preuss.ucsd.edu,36410,No Data,Y,0169,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,N,N,0602148,32.875469,-117.23912,Matthew,Steitz,msteitz@ucsd.edu,44582
37683383731213,0634320,05434,Active,San Diego,San Diego Unified,Clairemont High,4150 Ute Drive,4150 Ute Dr.,San Diego,92117-5853,CA,4150 Ute Drive,4150 Ute Dr.,San Diego,92117-5853,CA,(619) 605-2600,No Data,(858) 272-4219,No Data,http://sandi.net/clairemont,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,32.807111,-117.20332,Ethan,Williams,ewilliams4@sandi.net,44504
37683383731247,0634320,08599,Active,San Diego,San Diego Unified,High Tech High,2861 Womble Road,2861 Womble Rd.,San Diego,92106-6025,CA,2861 Womble Road,2861 Womble Rd.,San Diego,92106-6025,CA,(619) 243-5000,No Data,(619) 243-5050,jpetreyjuarez@hightechhigh.org,http://www.hightechhigh.org,36770,No Data,Y,0269,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,N,0601753,32.734040,-117.21514,Andrew,Gloag,ajgloag@hightechhigh.org,44595
37683383731395,0634320,10634,Active,San Diego,San Diego Unified,Audeo Charter,10170 Huennekens Street,10170 Huennekens St.,San Diego,92121-2964,CA,10170 Huennekens Street,10170 Huennekens St.,San Diego,92121-2964,CA,(858) 678-2050,No Data,(858) 552-9394,info@audeocharterschool.net,http://www.audeocharterschool.net,37138,No Data,Y,0406,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,Y,0601522,32.902951,-117.18379,Tim,Tuter,ttuter@altusschools.net,44056
37683383731551,0634320,10635,Active,San Diego,San Diego Unified,Creative Performing and Media Arts,5050 Conrad Avenue,5050 Conrad Ave.,San Diego,92117-1401,CA,5050 Conrad Avenue,5050 Conrad Ave.,San Diego,92117-1401,CA,(858) 800-5550,No Data,(858) 800-5624,No Data,http://www.cpmamiddle.org,37501,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,Y,N,No Data,32.835962,-117.18200,Scott,Thomason,sthomason@sandi.net,44056
37683383732781,0634320,05479,Active,San Diego,San Diego Unified,Henry High,6702 Wandermere Drive,6702 Wandermere Dr.,San Diego,92120-3250,CA,6702 Wandermere Drive,6702 Wandermere Dr.,San Diego,92120-3250,CA,(619) 286-7700,No Data,(619) 229-0370,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,32.796333,-117.05148,Michelle,Irwin,mirwin1@sandi.net,44084
37683383732997,0634320,05482,Active,San Diego,San Diego Unified,Hoover High,4474 El Cajon Boulevard,4474 El Cajon Blvd.,San Diego,92115-4312,CA,4474 El Cajon Boulevard,4474 El Cajon Blvd.,San Diego,92115-4312,CA,(619) 344-4500,No Data,(619) 344-4649,No Data,http://www.hoovercardinals.org,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,32.755352,-117.09761,Jason,Babineau,jbabineau@sandi.net,44056
37683383733508,0634320,05496,Active,San Diego,San Diego Unified,La Jolla High,750 Nautilus Street,750 Nautilus St.,La Jolla,92037-6103,CA,750 Nautilus Street,750 Nautilus St.,La Jolla,92037-6103,CA,(858) 634-8000,No Data,(858) 459-2188,No Data,http://ljhs.sandi.net,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,32.832726,-117.27269,Chuck,Podhorsky,cpodhorsky@sandi.net,44056
37683383733698,0634320,05509,Active,San Diego,San Diego Unified,Madison High,4833 Doliva Drive,4833 Doliva Dr.,San Diego,92117-3211,CA,4833 Doliva Drive,4833 Doliva Dr.,San Diego,92117-3211,CA,(858) 536-0336,No Data,(858) 496-8421,No Data,http://www.madison.sandi.net,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,32.831046,-117.17568,Heather,Seaton,hseaton@sandi.net,44056
37683383734431,0634320,05522,Active,San Diego,San Diego Unified,Mission Bay High,2475 Grand Avenue,2475 Grand Ave.,San Diego,92109-4825,CA,2475 Grand Avenue,2475 Grand Ave.,San Diego,92109-4825,CA,(858) 536-0136,No Data,(858) 274-7388,No Data,http://www.missionbayhigh.com,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,Y,N,No Data,32.801298,-117.22441,Erin,Leszynski,eleszynski@sandi.net,44488
37683383734654,0634320,05526,Active,San Diego,San Diego Unified,Morse High,6905 Skyline Drive,6905 Skyline Dr.,San Diego,92114-5928,CA,6905 Skyline Drive,6905 Skyline Dr.,San Diego,92114-5928,CA,(619) 262-0763,No Data,(619) 262-6835,No Data,http://morsehs.enschool.org,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,32.702602,-117.04876,Cynthia,Larkin,clarkin@sandi.net,44056
37683383735750,0634320,05537,Active,San Diego,San Diego Unified,Point Loma High,2335 Chatsworth Boulevard,2335 Chatsworth Blvd.,San Diego,92106-1646,CA,2335 Chatsworth Boulevard,2335 Chatsworth Blvd.,San Diego,92106-1646,CA,(619) 860-5000,No Data,(619) 225-1298,No Data,http://www.pointlomahigh.com,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,N,No Data,32.740362,-117.22662,Kelly,Lowry,klowry@sandi.net,44084
37683383737962,0634320,05468,Active,San Diego,San Diego Unified,Garfield High,1255 16th Street,1255 16th St.,San Diego,92101-4759,CA,1255 16th Street,1255 16th St.,San Diego,92101-4759,CA,(619) 362-4500,No Data,(619) 362-4549,No Data,http://www.sandi.net/garfield,29403,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,C,N,N,No Data,32.718735,-117.14953,Jolie,Pickett,jpickett@sandi.net,44056
37683386039101,0634320,05407,Active,San Diego,San Diego Unified,Adams Elementary,4672 35th Street,4672 35th St.,San Diego,92116-3536,CA,4672 35th Street,4672 35th St.,San Diego,92116-3536,CA,(619) 362-4200,No Data,(619) 362-4249,No Data,http://sandi.net/adams,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.761560,-117.11786,Decydered,Piña,dpina1@sandi.net,44084
37683386039119,0634320,05408,Active,San Diego,San Diego Unified,Alcott Elementary,4680 Hidalgo Avenue,4680 Hidalgo Ave.,San Diego,92117-2503,CA,4680 Hidalgo Avenue,4680 Hidalgo Ave.,San Diego,92117-2503,CA,(619) 605-1200,No Data,(858) 581-6429,No Data,http://new.sandi.net/schools/alcott,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.832311,-117.22046,Stephen,Lewis,slewis6@sandi.net,44504
37683386039135,0634320,05410,Active,San Diego,San Diego Unified,Angier Elementary,8450 Hurlbut Street,8450 Hurlbut St.,San Diego,92123-2013,CA,8450 Hurlbut Street,8450 Hurlbut St.,San Diego,92123-2013,CA,(858) 496-8295,No Data,(858) 277-9279,No Data,http://www.sandi.net/angier,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.804911,-117.14534,Adrienne,Cannon,acannon@sandi.net,44056
37683386039143,0634320,05411,Active,San Diego,San Diego Unified,Audubon K-8,8111 San Vicente,8111 San Vicente,San Diego,92114-4836,CA,8111 San Vicente,8111 San Vicente,San Diego,92114-4836,CA,(619) 344-5800,No Data,(619) 344-5849,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-8,K-8,N,N,N,No Data,32.711210,-117.03008,Tim,Suanico,tsuanico@sandi.net,44014
37683386039150,0634320,05412,Active,San Diego,San Diego Unified,Baker Elementary,4041 T Street,4041 T St.,San Diego,92113-1808,CA,4041 T Street,4041 T St.,San Diego,92113-1808,CA,(619) 344-4800,No Data,(619) 344-4849,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.698826,-117.10711,Kathleen,Gallagher,kgallagher1@sandi.net,44056
37683386039168,0634320,05413,Active,San Diego,San Diego Unified,Balboa Elementary,1844 South 40th Street,1844 South 40th St.,San Diego,92113-4017,CA,1844 South 40th Street,1844 South 40th St.,San Diego,92113-4017,CA,(619) 362-4100,No Data,(619) 362-4149,No Data,http://new.sandi.net/schools/balboa,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.687014,-117.10800,Hector,Bravo,hbravo1@sandi.net,44014
37683386039184,0634320,05414,Active,San Diego,San Diego Unified,Barnard Elementary,2445 Fogg Street,2445 Fogg St.,San Diego,92109-4855,CA,2445 Fogg Street,2445 Fogg St.,San Diego,92109-4855,CA,(858) 800-5700,No Data,(858) 800-5749,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-5,N,Y,N,No Data,32.802554,-117.22510,Barbara,Waller,bwaller@sandi.net,44084
37683386039200,0634320,05416,Active,San Diego,San Diego Unified,Bay Park Elementary,2433 Denver Street,2433 Denver St.,San Diego,92110-3338,CA,2433 Denver Street,2433 Denver St.,San Diego,92110-3338,CA,(619) 276-1471,No Data,(619) 276-3243,No Data,http://www.sandi.net/baypark,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.786443,-117.20399,Leslie,Barnes,lbarnes@sandi.net,44056
37683386039242,0634320,05421,Active,San Diego,San Diego Unified,Bird Rock Elementary,5371 La Jolla Hermosa Avenue,5371 La Jolla Hermosa Ave.,La Jolla,92037-8016,CA,5371 La Jolla Hermosa Avenue,5371 La Jolla Hermosa Ave.,La Jolla,92037-8016,CA,(858) 488-0537,No Data,(858) 539-0541,No Data,http://www.sandi.net/birdrock,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.811037,-117.26501,Andrea,Frost,afrost@sandi.net,44056
37683386039259,0634320,05422,Active,San Diego,San Diego Unified,Birney Elementary,4345 Campus Avenue,4345 Campus Ave.,San Diego,92103-2406,CA,4345 Campus Avenue,4345 Campus Ave.,San Diego,92103-2406,CA,(619) 497-3500,No Data,(619) 688-3017,No Data,http://new.sandi.net/schools/birney,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,Y,N,No Data,32.755275,-117.14875,Amanda,Hammond-Williams,ahammondwilliams@sandi.net,44504
37683386039267,0634320,05423,Active,San Diego,San Diego Unified,Boone Elementary,7330 Brookhaven Road,7330 Brookhaven Rd.,San Diego,92114-7115,CA,7330 Brookhaven Road,7330 Brookhaven Rd.,San Diego,92114-7115,CA,(619) 344-6000,No Data,(619) 344-6049,No Data,http://new.sandi.net/schools/boone,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.694651,-117.03640,Cheryl,Pham,cpham@sandi.net,43783
37683386039283,0634320,05426,Active,San Diego,San Diego Unified,Burbank Elementary,2146 Julian Avenue,2146 Julian Ave.,San Diego,92113-1237,CA,2146 Julian Avenue,2146 Julian Ave.,San Diego,92113-1237,CA,(619) 652-4500,No Data,(619) 652-4590,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.700440,-117.13891,Veronica,Maxwell,vmaxwell@sandi.net,44504
37683386039291,0634320,05427,Active,San Diego,San Diego Unified,Cabrillo Elementary,3120 Talbot Street,3120 Talbot St.,San Diego,92106-2447,CA,3120 Talbot Street,3120 Talbot St.,San Diego,92106-2447,CA,(619) 362-4000,No Data,(619) 362-4049,No Data,http://new.sandi.net/schools/cabrillo,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-4,K-4,N,N,N,No Data,32.720377,-117.23364,Eileen,Moreno,emoreno@sandi.net,44084
37683386039309,0634320,05428,Active,San Diego,San Diego Unified,Cadman Elementary,4370 Kamloop Avenue,4370 Kamloop Ave.,San Diego,92117-4543,CA,4370 Kamloop Avenue,4370 Kamloop Ave.,San Diego,92117-4543,CA,(858) 397-6500,No Data,(858) 397-6540,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.822127,-117.21453,Linda,Trousdale,ltrousdale1@sandi.net,44056
37683386039341,0634320,05429,Active,San Diego,San Diego Unified,Carson Elementary,6905 Kramer Street,6905 Kramer St.,San Diego,92111-7021,CA,6905 Kramer Street,6905 Kramer St.,San Diego,92111-7021,CA,(858) 397-6900,No Data,(858) 397-6949,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.776942,-117.17104,Courtney,Young,cyoung2@sandi.net,44014
37683386039358,0634320,05430,Active,San Diego,San Diego Unified,Carver Elementary,3251 Juanita Street,3251 Juanita St.,San Diego,92105-3807,CA,3251 Juanita Street,3251 Juanita St.,San Diego,92105-3807,CA,(619) 344-6600,No Data,(619) 344-6649,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.739196,-117.07105,Maria,Vera,mvera@sandi.net,44504
37683386039366,0634320,05431,Active,San Diego,San Diego Unified,Central Elementary,4063 Polk Avenue,4063 Polk Ave.,San Diego,92105-1436,CA,4063 Polk Avenue,4063 Polk Ave.,San Diego,92105-1436,CA,(619) 344-6100,No Data,(619) 344-6149,No Data,http://www.sandi.net/central,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.751484,-117.10716,Elizabeth,Castillo-Duvall,ecastillo-duvall@sandi.net,44504
37683386039374,0634320,05432,Active,San Diego,San Diego Unified,Chesterton Elementary,7335 Wheatley Street,7335 Wheatley St.,San Diego,92111-5824,CA,7335 Wheatley Street,7335 Wheatley St.,San Diego,92111-5824,CA,(858) 496-8070,No Data,(858) 571-5766,No Data,http://new.sandi.net/schools/chesterton,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.794045,-117.16209,Stephen,Olds,solds@sandi.net,44496
37683386039382,0634320,05433,Active,San Diego,San Diego Unified,Chollas/Mead Elementary,401 North 45th Street,401 North 45th St.,San Diego,92102-4732,CA,401 North 45th Street,401 North 45th St.,San Diego,92102-4732,CA,(619) 362-3300,No Data,(619) 362-3349,No Data,http://www.sandi.net/chollasmead,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.710528,-117.09784,Kristi,Hunter-Clark,khunter-clark@sandi.net,44056
37683386039390,0634320,05435,Active,San Diego,San Diego Unified,Clay Elementary,6506 Solita Avenue,6506 Solita Ave.,San Diego,92115-4244,CA,6506 Solita Avenue,6506 Solita Ave.,San Diego,92115-4244,CA,(619) 344-5700,No Data,(619) 344-5749,No Data,http://www.sandi.net/clay,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.763509,-117.05796,Lindsey,Duncan,lduncan@sandi.net,44056
37683386039424,0634320,05440,Active,San Diego,San Diego Unified,Crown Point Elementary,4033 Ingraham Street,4033 Ingraham St.,San Diego,92109-5946,CA,4033 Ingraham Street,4033 Ingraham St.,San Diego,92109-5946,CA,(858) 273-9830,No Data,(858) 274-5165,No Data,http://new.sandi.net/schools/crownpoint,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,Y,N,No Data,32.793243,-117.23889,Armando,Lopez,alopez11@sandi.net,44056
37683386039432,0634320,05441,Active,San Diego,San Diego Unified,Cubberley Elementary,3201 Marathon Drive,3201 Marathon Dr.,San Diego,92123-2638,CA,3201 Marathon Drive,3201 Marathon Dr.,San Diego,92123-2638,CA,(858) 496-8075,No Data,(858) 496-8325,No Data,http://www.sandi.net/cubberley,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.801667,-117.12714,Magdalena,Ruvalcaba,mruvalcaba@sandi.net,44056
37683386039440,0634320,05442,Active,San Diego,San Diego Unified,Curie Elementary,4080 Governor Drive,4080 Governor Dr.,San Diego,92122-2523,CA,4080 Governor Drive,4080 Governor Dr.,San Diego,92122-2523,CA,(858) 221-5500,No Data,(858) 546-3972,No Data,http://curie.sandiegounified.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.854678,-117.20303,Cynthia,Smith-Ough,csmith-ough@sandi.net,44103
37683386039457,0634320,01220,Active,San Diego,San Diego Unified,Darnall Charter,6020 Hughes Street,6020 Hughes St.,San Diego,92115-6520,CA,6020 Hughes Street,6020 Hughes St.,San Diego,92115-6520,CA,(619) 582-1822,No Data,(619) 287-4732,contact@darnallcharter.org,http://darnallcharter.org,29403,No Data,Y,0033,Directly funded,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,0602364,32.746606,-117.06676,Consuelo,Manriquez,cmanriquez@darnallcharter.org,43509
37683386039481,0634320,05447,Active,San Diego,San Diego Unified,Dewey Elementary,3251 Rosecrans Street,3251 Rosecrans St.,San Diego,92110-4835,CA,3251 Rosecrans Street,3251 Rosecrans St.,San Diego,92110-4835,CA,(619) 430-1800,No Data,(619) 430-1849,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-4,N,N,N,No Data,32.747540,-117.20804,Tanya,McMillin,tmcmillin@sandi.net,44056
37683386039499,0634320,05449,Active,San Diego,San Diego Unified,Edison Elementary,4077 35th Street,4077 35th St.,San Diego,92104-2291,CA,4077 35th Street,4077 35th St.,San Diego,92104-2291,CA,(619) 344-5400,No Data,(619) 344-5449,No Data,http://www.sandi.net/edison,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.751057,-117.11804,Jamie,Lee,jlee5@sandi.net,44504
37683386039507,0634320,05451,Active,San Diego,San Diego Unified,Ralph Waldo Emerson Elementary,3510 Newton Avenue,3510 Newton Ave.,San Diego,92113-3118,CA,3510 Newton Avenue,3510 Newton Ave.,San Diego,92113-3118,CA,(619) 344-6200,No Data,(619) 344-6249,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-5,N,N,N,No Data,32.695014,-117.11874,Juan,Romo,jromo@sandi.net,44504
37683386039515,0634320,05452,Active,San Diego,San Diego Unified,Encanto Elementary,822 65th Street,822 65th St.,San Diego,92114-2818,CA,822 65th Street,822 65th St.,San Diego,92114-2818,CA,(619) 344-6700,No Data,(619) 344-6749,No Data,http://sandi.net/encanto,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.714909,-117.05804,Audra,Mandler,amandler@sandi.net,44014
